,talentId,platformId,type,followers,Avg View Through Rate,Avg Engagement Rate
4543,d3d129cc-6426-4d45-9739-2273e9d3c974,3572773384,video,638439,78.06%,3.78%
4545,d3e20115-02ff-457b-969e-525246e516fe,182508976,video,712027,12.79%,1.30%
4547,d44126c9-258c-47c4-83b0-934f504d6948,310171391,video,989625,16.10%,1.45%
4549,d45c1fc5-abb4-4f60-ab66-9ff573d82df6,1480610616,video,987363,17.81%,2.55%
4551,dcf38077-555b-4109-9110-10ae00c51ddb,547483942,video,577058,2.64%,0.97%
4553,dd95e84e-bb0a-4fa9-a4d4-07ac18f3e095,412193007,video,782489,15.06%,0.56%
4555,e018ca0d-3f79-4628-8d31-38dc67cd0ac6,523044445,video,679590,33.77%,3.47%
4557,e0655b80-2af6-4bae-aed5-b73358c7044c,314015288,video,514844,2.01%,0.31%
4559,e278acf0-07c8-49d9-a199-5461661f23b2,248202450,video,892056,3.11%,1.10%
4561,e4324c24-21a4-48ee-a14a-27e2ad632d1f,6289160102,video,670968,7.71%,0.87%
4563,e6139b8c-dda3-47bf-b3ec-2dbd06952c0a,274680120,video,738801,2.33%,0.33%
4565,e667ecdd-4ddf-47e7-bafe-78c1be5661e8,5138789,video,840984,12.26%,1.16%
4566,e6d12450-69c1-4334-8a87-60825c845530,1249352797,video,931961,31.99%,3.50%
4568,e836f16b-ac23-4f8b-a4bf-23b0e50e978b,263333005,video,655566,8.34%,1.78%
4570,e94f7a63-1dc9-4dd0-b9ba-49360c15519c,577156458,video,540559,4.63%,0.54%
4572,eca9711b-6c63-43db-9d0c-4fb7481a28aa,1702401106,video,524569,49.66%,7.22%
4574,ed7fac55-fd8f-4b32-b44d-a70875874e1f,263765230,video,889432,44.15%,2.14%
4576,ed938d28-fb83-467e-81b1-cc36211ea403,4716278,video,585036,8.49%,0.55%
4578,ee0a658b-5d09-4d07-946f-3ae41ceaf944,24194579,video,581033,82.39%,9.91%
4580,ee872fc4-298a-4d13-b6f6-09d14e3f7cc0,1455961014,video,901899,11.91%,1.49%
4582,ef102060-55ff-442c-adde-309b33631adc,259521140,video,923228,14.45%,0.66%
4584,ef383cdd-7493-4ced-a933-4f7a5f364fdc,1399800589,video,542365,3.59%,1.23%
4586,f0093443-019c-49b2-877a-67ac85212d50,274175304,video,704690,31.40%,2.10%
4588,f12bc129-ca2a-41d6-bb41-19747239f865,256082424,video,851977,29.83%,3.81%
4590,f147892b-3984-490f-931e-8d56c1ceefba,197676381,video,534887,2.41%,0.31%
4592,f1c0cb10-d8e9-42b0-8f6a-d15cebe2db0e,199031075,video,521726,19.42%,0.38%
4595,f28ce9f7-fa62-430b-9b7e-c8067ac53c1f,1101118863,video,899057,13.26%,1.29%
4597,f2dcca37-c591-490a-851d-8ad008cb7286,381518928,video,779073,17.57%,1.20%
4600,f7ad0c91-1a10-41ef-992f-ec758d8a5625,314386281,video,617506,5.42%,0.74%
4602,fab1d03e-8c3c-4367-8e60-484da55b008f,1322623005,video,681747,28.82%,1.22%
4604,fac645d4-8da3-49d4-80d4-0e770a47e608,451915642,video,918082,17.94%,1.77%
4607,fe8a1bab-6b26-45af-b76c-d16f8e429eaf,269400808,video,821657,25.00%,2.40%
4609,feaf533a-a981-40fd-95a3-a6f5bb4b2784,1603451508,video,653479,5.04%,0.61%
4611,fef36090-6831-408e-8f77-c7468fe242ee,198651100,video,562563,21.02%,0.35%
4614,011d7599-5880-4710-bf12-a7de732cbca8,535112824,video,1321612,52.03%,3.62%
4616,035082bf-8844-4aa7-b5e7-e2f365a7c82f,191874296,video,2772334,0.97%,0.11%
4618,06161c79-f096-4177-8e85-0fe97fb19ed7,652099177,video,2136414,4.09%,0.67%
4621,08625b69-3f9c-41c9-9fc3-0b15f9c325e8,1275198843,video,1046068,16.76%,1.46%
4623,08aa4ce7-19b4-467b-a6fb-03e61b1af4c4,1999719485,video,1718300,32.77%,2.78%
4625,09737184-0a0b-4180-95f8-ba06f85dde8f,19654601,video,1278373,18.05%,1.52%
4627,0a0232d8-47e0-4f4d-a3d4-221ed0fd1f2f,1475251048,video,1628810,21.21%,1.66%
4629,0b8d4178-aa62-40b4-b506-f9677147406a,16461754,video,2763346,15.04%,1.16%
4631,0c46dce4-86d9-4cc2-85d8-5921233e1d71,210531232,video,1633970,0.50%,0.11%
4633,10787aba-39ea-4d73-9c14-17ff43603733,699697638,video,1347920,3.82%,0.69%
4635,10c84d62-c0ed-4175-92f5-e2e8e0c1bff7,1800329687,video,1078216,25.76%,2.92%
4637,111ff583-e046-482f-b102-0f0711865be4,1358386705,video,1036114,0.56%,0.07%
4639,121f413c-549b-4623-949a-72e68df214d8,179389307,video,1582982,2.63%,0.34%
4641,1468cf04-e5c7-41ab-b9b1-219967cb4e80,281638665,video,2290130,3.56%,0.49%
4644,15a69bda-d62c-4c70-a138-83fb54219d1d,1287430518,video,1167561,2.45%,0.27%
4646,1603965e-9bde-436b-9e36-596571c40821,364337871,video,1214610,1.46%,0.10%
4648,1705089d-a4a3-4f82-ab76-6bb9101f1054,611042312,video,1493090,23.24%,0.95%
4650,186cb636-e518-4605-a23e-20a36ba804d8,499777068,video,1645064,3.58%,0.77%
4652,18b29adc-c776-4a6f-9273-43b662f9c9e5,52457151,video,1069098,13.02%,1.46%
4655,19cd0052-df64-49d5-812d-be340039a6b3,521874956,video,2025019,10.33%,0.71%
4657,1b93288c-deca-4e63-b56f-af076e1046f5,298115369,video,1346985,7.13%,1.00%
4659,1cb5c933-6459-4f0c-966a-f6919ec93a48,353503309,video,2075348,16.22%,1.72%
4661,1dfe4573-9a0e-42cd-abd2-11ae39814a66,49391845,video,1001594,14.61%,1.44%
4663,1e8c2119-1bc4-44be-8550-1861a81b38a3,542190873,video,2619496,5.09%,0.90%
4665,200210ab-b7aa-4a27-a598-8119190835c7,383622857,video,1205379,30.53%,4.11%
4668,233a62b2-307c-489d-9c91-e57daf49f57a,15554180,video,1762606,14.88%,1.52%
4670,24d0ad19-ada6-4797-8933-1710878722a4,174907109,video,1022999,30.24%,2.55%
4672,250eb596-812e-4c54-a6ab-348dbf622053,32594042,video,2884318,4.42%,0.68%
4673,277bd42e-64ed-4519-b64e-8b616a3e3e9f,206523912,video,1244600,103.89%,10.44%
4675,27cbfcd1-f040-47cb-bb3c-48c573f9db77,484467354,video,1373557,5.33%,1.06%
4677,2b1aec43-e4d6-4813-b71d-c105686e6db6,27708066,video,1027512,12.53%,1.13%
4679,2b43ccbf-eba7-4591-b45b-cf355d700706,1613138346,video,1487750,4.10%,0.80%
4681,2ba7a764-3bdc-4838-b5c8-21975b1af1e3,409116495,video,1427707,9.98%,0.80%
4683,2dc93317-4dad-4fc9-8a45-33ffff56b72c,179874620,video,1285660,16.92%,2.53%
4685,2ead3eeb-e7e3-4ade-a499-310ce1a0ecb1,288041214,video,2651247,7.69%,0.79%
4687,302e6bf7-0389-42a6-8f98-e933479be739,1342090624,video,2413124,31.29%,2.76%
4690,334e9be3-0cd1-4cb5-8ce0-878b8b7d8edb,799744846,video,2611275,21.75%,2.08%
4692,34ff08ee-6f37-4e45-9a88-aa77e5ebbb5c,192777015,video,1243251,15.52%,0.76%
4695,37fb0b7b-ed96-4d4c-8901-15e854bcc20e,54333431,video,1106584,16.29%,1.31%
4697,384b7b11-118d-4446-b917-1de2b7b5a259,3608423260,video,1400997,5.57%,1.24%
4699,39f5213f-555f-4fbd-ab9a-ac487c45cd18,357126430,video,1776059,1.13%,0.14%
4701,3b9d1f1a-6f83-4342-9a45-5d7f35d67231,145778781,video,2166707,2.39%,0.14%
4703,3d63d230-25fa-4f68-bf92-578dde374656,256037354,video,1142294,7.58%,1.45%
4705,3d9a24c3-5412-4b0a-943f-390db779dc31,297896165,video,1056143,0.57%,0.12%
4707,3e105e94-828b-4e97-b164-404cbc37e79f,560924984,video,1856159,39.08%,1.80%
4709,3e563116-9e1e-482f-a118-75a97e7b0d45,275252259,video,1999338,6.49%,0.74%
4711,3e61c3f1-ae6d-4d1f-9b31-793ef04e244d,340805085,video,1114693,40.10%,0.74%
4713,3e7565cd-97a4-446b-aeec-ff57ab3a1466,1421673711,video,2772233,5.02%,1.30%
4715,3e7c2fe8-01b5-4d0d-8f1c-26599405841d,334859783,video,1225893,5.96%,0.89%
4718,41868f36-2c17-480f-9921-292d155a77d4,12202124,video,2086661,16.93%,2.15%
4720,41ba59a7-35fc-4910-b6fa-1247d8249deb,285860738,video,1947894,50.58%,0.98%
4722,44b33c55-addb-43bf-9f53-bdcab8196723,961757128,video,1066413,2.71%,0.33%
4724,458346af-c5d0-4161-89bf-52958a7108a3,572114685,video,1266175,14.24%,1.25%
4726,458d3d30-1e20-4d1e-b5e7-57956f9e8d4e,2537109,video,2897314,7.24%,0.32%
4729,466beb90-5681-4c46-80a7-4385418178e3,904080553,video,1574882,16.62%,2.45%
4731,4723a77c-df06-44f6-8184-473737524868,778975150,video,1727190,5.22%,0.21%
4733,47a2a8ef-41d9-401a-9582-1bd0d16493df,27968814,video,1085581,5.89%,0.59%
4735,47ab6028-40aa-4c86-acdf-b8a3b3eaf613,1390503710,video,1240344,10.94%,0.33%
4737,47fc4e73-804b-478d-9308-b9f1d99044cb,1341468806,video,1693966,36.70%,5.42%
4739,4897943f-2ff6-45b0-9ce7-c8f240f53526,14929143,video,1280412,3.85%,0.58%
4741,4b0535f6-3dee-46f6-aa0d-fb74a6d13c09,350803691,video,2374529,28.83%,2.61%
4743,4b20acfa-82ca-47ae-91c6-5a9b245b0b86,27670695,video,1781915,1.38%,0.08%
4745,4c7c3655-b0e9-41a0-804d-beed40156b9b,284881008,video,1620903,19.75%,2.97%
4747,50387b4a-0b6d-43d6-ba6b-56a6eb9d37b8,2294493556,video,1084525,4.64%,0.63%
4749,514c6fb7-70fa-427e-9f1a-d3226b0a3f0a,1247611412,video,1483526,78.84%,6.51%
4752,5304f2b4-0249-4b5d-8425-cc742b1b71cb,195177307,video,1501151,12.60%,1.65%
4754,57149f3e-4df3-4d62-98a3-ebbfe135f1bc,323911980,video,1227805,24.08%,0.78%
4756,57ff9c7d-0e65-43cf-9f18-46735f58f52b,607674022,video,1190285,9.72%,1.27%
4758,58ffcb84-a792-4823-b838-03746c814a49,218718586,video,2153751,1.08%,0.16%
4760,59a7c551-e6f3-49e6-a347-61bfa9bd20f9,221742166,video,1552397,17.51%,1.23%
4762,59c62d8c-791e-4097-8ba2-ce44dcb0ca11,187741504,video,2077845,8.58%,1.31%
4764,5f79a333-565f-4e6f-bcc8-33f1df53b763,248240673,video,1412762,5.50%,0.59%
4766,5f86b8c8-c25c-4ae6-ac21-b85e03b13d31,223994514,video,1053174,16.82%,0.96%
4768,5fc0d301-c602-44c0-a4f8-1cf4d6fcdff8,186649680,video,1531813,7.13%,0.39%
4770,5fe88d0e-1f7f-4ff1-a3e5-cde007c52e9f,1027451715,video,2270932,3.91%,0.40%
4772,60333925-6706-4e80-911e-278d56b67bb0,3215076224,video,1397211,72.69%,4.23%
4774,611bbb14-8b64-4cca-8c6f-3eae70a4806f,241184139,video,2799677,8.90%,0.72%
4776,6406051d-cc86-4fd6-96b0-a338eececfb5,36212989,video,1737096,18.85%,0.91%
4778,640e24a5-3366-42fd-8b15-c5b85696937e,18621873,video,1517398,5.17%,1.15%
4780,644d43f7-35c7-4342-9fe9-05e803fe3fd1,1941669339,video,1523113,3.64%,0.36%
4782,65fa1fe5-b1ff-48d4-acb4-88757f72a7fa,1557407967,video,2560360,6.71%,0.99%
4784,662ac227-bc02-48da-b98f-486730b82722,184775795,video,2487913,4.03%,0.37%
4786,66df1202-79bc-48ca-91cd-4e60dc9f338e,691078106,video,1318834,7.70%,0.88%
4788,670639ca-3efc-4117-9c15-a2c55908b6e3,243478159,video,1028680,25.54%,4.00%
4790,674e7c26-bed7-461c-ad00-61b9b5063d09,389945776,video,1106563,2.96%,0.33%
4792,67bcdc4d-9ba2-4265-ad58-b0748aae9cad,369403875,video,2747444,2.39%,0.22%
4794,680bdb4e-4a2a-402b-8e05-113150b76132,268253445,video,2701052,2.53%,0.19%
4796,681211e3-3d98-40e9-860f-8302df8a2768,489673271,video,2137529,14.03%,0.73%
4798,6849e882-4833-413d-b653-39d6b3ac38a0,214607689,video,1709226,3.21%,0.23%
4800,688e9f22-232c-483a-a59b-1931dbfde469,26981315,video,1832015,6.86%,0.53%
4802,68eb619d-3dff-4785-9d15-6303116f6167,657578932,video,2779865,16.46%,1.05%
4804,6adef33f-22ac-4d3b-b4c8-b2c843ef6bd8,207800911,video,1778453,6.19%,0.45%
4806,6c85fade-1b47-44a7-91fb-879349dd7f0b,241520344,video,1124635,31.30%,1.25%
4808,6d5cf39a-74b3-4e71-bd65-7e632f9fde1a,195343090,video,1659426,5.63%,0.52%
4811,6fbab2fa-401c-4037-b143-9f13c7c302e3,396276343,video,1442262,7.25%,0.99%
4813,720ffcff-81d4-40dd-8f6c-1ebf9a054420,1086469017,video,2505499,6.22%,0.71%
4815,72cd719c-acd3-40b4-a080-b45fe8f97032,571606986,video,2297488,9.10%,0.87%
4817,733f607f-fe07-44ac-ba33-3a90abd1c2e9,1448947007,video,1491884,19.12%,1.66%
4819,735a7582-14a6-45f5-b143-3133ea67dea9,262401399,video,1335262,16.67%,2.81%
4821,737eab3f-4f2b-4543-876f-76e49b6cd2fe,6832459,video,2515664,2.61%,0.32%
4823,75be3cd8-9545-4fbd-87df-bdc468a0dafa,16338676,video,1039326,22.60%,0.91%
4825,764a703e-cfbf-427e-8eef-e3f4cac6db8f,43119191,video,1491188,7.22%,0.79%
4827,7956279d-8a3b-4367-973a-e266a73ed766,1531662927,video,2489329,17.26%,1.36%
4829,7b37d0bc-58b6-4d2c-b091-146150ba38cb,1199671093,video,2617359,8.28%,0.47%
4831,7b5ea2fd-38ef-4ffd-995c-f2cc7faca785,479662112,video,2016244,59.31%,3.44%
4833,7b6800f6-8631-49fa-adc5-2a7b27395c87,146127405,video,1175044,12.19%,0.05%
4835,7c7feceb-9241-4691-aa51-3f730189b903,404249302,video,1332014,7.91%,0.83%
4837,7ddf91f0-d03a-4ecb-ae2d-bffcc005a67a,1415093470,video,1420875,20.75%,1.47%
4839,7f191ac2-61e8-4f55-a567-ced24d48902a,214924529,video,1178976,10.92%,2.15%
4841,8180336a-359e-477b-beeb-7f4c8da46135,187571423,video,1238563,2.84%,0.35%
4843,82b00c0a-fb29-4ef8-849a-7ca67181c897,287312534,video,1071848,23.52%,2.39%
4846,85461344-2584-4d4b-aac8-a98c9f970df0,285239584,video,2206958,17.81%,1.83%
4848,863ca5da-615d-4e8b-875a-c085561c0d4e,198129582,video,2518703,24.10%,0.37%
4850,86bc8b2b-fb52-4f45-afbb-76abd16effc3,557589750,video,1047769,32.66%,1.59%
4852,87d57e2c-c644-40cb-a456-e8ae83918f77,474314407,video,1296773,8.89%,0.73%
4854,8a1a75f0-0d40-4a46-a100-c66c523b6c16,301596665,video,1341183,6.34%,1.16%
4856,8c34ff97-dbe0-4265-966a-9dafdab47ec4,2286961113,video,2001833,54.08%,7.18%
4858,8cb50eea-fc63-44c6-ab83-44eac78f6d7e,1359231381,video,1071476,29.05%,2.13%
4860,8d42874f-d7d9-4b12-a206-73ba718673ba,198503061,video,1163835,22.37%,1.25%
4863,8f290187-3146-49ad-85df-d6fe60414393,1928048077,video,1037603,10.58%,1.97%
4865,8f3da3a0-3375-4f07-b1da-66a82a374eef,177841264,video,1465075,6.01%,0.98%
4866,915637d6-0388-48d6-b57d-d1b5c42b7100,213768713,video,1786951,28.41%,3.88%
4868,93c3e27d-df8b-4d13-88da-0fe0f0498c9e,198073617,video,1717142,1.54%,0.11%
4870,954d743e-7285-471a-abec-d606281154fa,19338034,video,1653225,21.01%,1.26%
4872,96c0bb27-e183-435f-b5c5-93d1ea89905f,4281139997,video,1111434,78.48%,5.85%
4874,999c94d1-0e66-40ae-af71-dcc15b709ab3,15411085,video,1112814,13.78%,1.18%
4876,9a922a76-5ab7-4b79-88ff-19f9f850cbf9,7967190,video,2660647,11.51%,1.03%
4878,9b3e777a-474f-4787-9be8-3aeb80d5dc49,352609607,video,2277723,3.60%,0.26%
4880,9c12eb2b-cb2f-4ac8-ac2b-300991e0f314,238907868,video,1467206,6.03%,0.76%
4882,9d08c605-8b92-43d9-838f-b7c0f3c7319d,364274542,video,1699143,16.72%,2.82%
4884,9ea0fb19-b5cb-49ab-b071-2412d3aa0e14,269995847,video,2514134,7.21%,0.60%
4886,9fbba0e3-c509-4e44-8b25-096783c16319,640891125,video,2636299,26.54%,3.33%
4888,a0f99ce4-6f58-46e2-90b4-c046aee64312,1564370554,video,1050091,13.99%,1.89%
4889,a179a06d-8f3e-4fd4-8ea6-a7f3776a4f3d,1098735439,video,1266758,5.84%,1.52%
4891,a2521761-5cd1-482c-bd75-eedbe8a34907,391184535,video,2109949,21.50%,2.25%
4893,a442a521-2656-460f-ba86-790b73f1fd8e,32409521,video,2696390,5.06%,0.30%
4895,a53243e8-08d2-4c40-808d-3a591db365e2,547332947,video,2190900,6.85%,0.31%
4897,a5a76659-57c4-4dbc-bfd2-b9e0671a045a,3695346634,video,1047087,1.96%,0.19%
4899,a5e0e872-b311-4a56-83b6-56aea243c73c,319767628,video,1764276,4.76%,0.61%
4901,a883e16e-a51a-486c-89af-8fe0d70d8520,1476806429,video,1154216,17.83%,1.58%
4903,a88c03f2-1696-4c13-8f43-8db5a6a950c1,224358781,video,1059181,4.40%,0.54%
4905,a9230a60-29c0-4b56-a849-d53e6e6f5fd2,1378534519,video,1357902,30.71%,1.21%
4907,a98a7ce6-1662-4be1-8675-960463e32db9,560203753,video,2188564,12.77%,1.34%
4910,aacdfcec-a2f4-418c-9ee0-52389e202003,19762954,video,1246357,1.42%,0.16%
4912,ac12f9bc-30e3-4ed8-8606-4fd1769482d4,294156336,video,1930776,24.03%,1.46%
4914,ac566697-4dee-47ab-a9a9-82ab16c86336,14460433,video,2210655,10.45%,1.12%
4916,ac9b619b-f240-4cc6-9252-82970a4cad99,1448738736,video,1181708,17.89%,0.69%
4918,ad0a8346-d12b-4013-9e8c-9fd4fe5808ac,311486248,video,2312834,10.86%,2.37%
4920,adb39f48-8b44-44ee-b2e6-5542b24e41e2,1121648358,video,2455531,4.74%,1.09%
4922,ade9e0ea-5cc1-4b4a-8c99-c021a377b0fc,2372389987,video,1203369,26.94%,3.98%
4924,ae4b2cbc-8a89-4e57-99a6-ca989ea32dde,2182458953,video,1463181,4.01%,0.17%
4926,b10ad768-dd9d-4a04-a912-a4768fb728f8,1546122555,video,1402273,4.06%,0.78%
4929,b354d8a8-ca55-4997-a788-fb566166cd2f,194239891,video,2072100,10.80%,1.26%
4932,b4e29185-b614-4b65-92d7-90a2aa13c2b8,196890712,video,1485087,10.20%,0.55%
4935,b6d736d8-ab79-454a-afda-9bd108c7d38e,7762398,video,1203090,20.28%,3.24%
4937,b7935488-7925-4c49-b7e1-38981807c9fb,4561621,video,2112249,11.70%,1.26%
4939,b97b5eb8-4fc7-4037-a55e-188a5ab4ea7a,285762911,video,1328810,23.09%,1.00%
4941,b99d0d0b-e263-4fa4-8526-3eb5b40c6dc0,1827297504,video,2042415,8.52%,0.84%
4943,baf3684c-16ca-48f4-8ff5-804a9ec02463,198526954,video,1126147,22.53%,1.34%
4945,bb25152e-a42b-4bb3-bcf1-e5b9bcfc3acc,926544224,video,1534133,6.82%,1.23%
4947,bc9eb06e-615b-4d65-b92f-2ff45a93b420,181356168,video,1011367,20.67%,2.05%
4949,bd1c4521-7624-4bb6-87b9-eaccf5bb061e,261713179,video,1492820,13.48%,2.07%
4951,be3e17bc-ae43-4f43-ac3c-36e9a4d68226,296147338,video,1013122,6.58%,0.92%
4953,bf35bbfb-6c31-401c-bba1-3b24cb5569fa,55944674,video,1866982,7.25%,0.29%
4955,c3b274e7-f949-4824-8e9f-245811ec53ac,982492445,video,1030820,7.11%,0.74%
4957,c5aa4c00-35ef-416f-92dc-c50df6042e72,46771655,video,1161048,8.35%,1.07%
4959,c6284b00-349f-4fc4-8ec1-c8f57a5c80c3,540993990,video,1263459,12.52%,0.97%
4961,c684ec23-9733-4afe-a227-d99394298b09,3991262337,video,2109284,10.29%,0.54%
4963,c8834363-9548-4f5f-9e55-da0f513c5d70,30312920,video,1915172,9.57%,1.56%
4965,ca2e98d5-d874-444d-a14b-6f4135827dda,291085925,video,1173092,22.60%,3.16%
4967,ca7d7f34-d2f3-466c-a25e-da515f701633,214661089,video,1268653,68.26%,6.16%
4969,cdaaee87-f823-480b-9295-64903f16c71f,14503119,video,2223171,9.53%,1.34%
4971,ce9def72-0199-416f-b51b-d528dfd27435,230617661,video,1371625,19.14%,2.14%
4974,d20e92e0-bae4-4c59-8623-9feaa3fbd222,1435508971,video,1584979,1.26%,0.18%
4976,d3c66e0a-a43d-4f04-806a-5eced2858cda,668138184,video,1936866,6.86%,0.36%
4978,d45af4c9-4af4-496b-a623-7c11b27b4931,1329611601,video,1050649,0.17%,0.02%
4980,d7e3e2c7-01d9-4b74-984e-ba44faedc594,451989326,video,1192252,4.77%,0.87%
4982,d8edc460-1417-4ef4-b3c6-3240ca6012ee,1092805250,video,2020879,15.01%,2.57%
4984,d9144297-273f-40cf-b99b-c0fda334753e,1534698165,video,1882778,3.57%,0.37%
4986,db5f09d4-ab55-4066-a68b-85cfcd7e39ff,369453295,video,1033753,6.06%,0.55%
4988,dcdf62d8-b0f3-4bda-b8b3-2a97d5c3182a,144910000,video,1324335,15.85%,1.01%
4990,dfb2e062-c224-4a7b-bc60-53a0039a9f95,253434688,video,1490066,12.14%,1.56%
4993,e1c0959e-f826-4dfe-9024-76e7c3550299,481710535,video,1327417,9.92%,0.59%
4995,e2b247e5-ea13-463e-aa1c-d7de1ab63a32,308232046,video,1221694,4.32%,0.78%
4998,e60533eb-967b-42db-9ea3-6acb3dc40bfe,8984237,video,1972775,19.58%,9.60%
5000,e644bda9-3442-48f0-8849-3fec5995ea30,752839306,video,1494905,6.95%,0.66%
5002,e819ca9b-18fc-4cf5-b281-c8a3c815c8ef,215577482,video,1900803,1.62%,0.21%
5004,e8a0d5cf-cf4a-4c71-9f0a-934f217027bc,509789550,video,1034726,33.97%,1.75%
5006,e905cf9f-47d7-45d2-893b-b4c41befadee,1917953840,video,1164208,4.50%,0.81%
5008,ea93327e-ff88-4500-9e7c-72e5f1d156b0,2252069901,video,1644998,26.16%,2.14%
5010,ed5e43c7-b45e-49d3-818b-fcd4c8876c22,269397702,video,1371062,24.63%,2.85%
5014,f3d740c7-6836-4d1e-98f5-5d414b7a94b9,2296809571,video,2623964,52.99%,5.49%
5016,f78cf8e2-ac8d-4c8d-90a9-daaf0c70cd91,56105379,video,1300828,2.64%,0.46%
5017,f85029c7-5401-4502-9210-53d9142bafd7,1081774446,video,1789817,20.85%,0.43%
5019,f85997d3-cb48-4e33-8ac7-f112f8e30b00,18889176,video,1058326,14.62%,1.05%
5021,f8d8160f-d859-4c3a-9942-53a051d31745,54473239,video,1534211,3.39%,0.33%
5023,f8f3d70e-4e15-4413-be6f-7f0b8e1a9e9f,4366331779,video,1254561,52.21%,1.89%
5025,fa1d2963-2f09-4777-acc7-8094e261571d,637671661,video,1596888,22.25%,2.52%
5027,fad9be05-86e3-490e-90fb-69171d184cb1,299104516,video,1649670,11.98%,1.57%
5029,fd0ee437-ae74-4342-8728-898983d48bc9,5715630496,video,2484986,15.30%,2.15%
5031,ff5fa353-5dc2-4071-ba12-ef5b3f365317,214613659,video,1439658,5.60%,0.55%
5033,0072dd63-2c8e-4532-b3dd-ceb2cf8e3adb,573217664,video,3144903,6.58%,0.70%
5035,01a0c02d-32dd-4311-9324-1ae01125814f,211889122,video,3853800,17.23%,0.60%
5037,045d0f0e-c6d5-4bbf-9429-133d77ea5279,677953862,video,7412532,13.52%,1.67%
5039,05e8b159-926a-44ca-a9a3-85020bce8cf8,189694603,video,3706881,1.14%,0.16%
5041,083e9734-6927-4692-b2ec-54b75c3b34d7,189735364,video,4863926,1.48%,0.15%
5043,0a416a8c-055e-4a92-b48d-08f5cfbde5f7,1502300701,video,4338873,7.86%,0.58%
5045,0b3815cc-4e6c-4b34-bf11-a042da878ca2,1400298700,video,6112900,4.94%,0.45%
5047,0dafae51-8e88-4e0a-a6cb-3457581c8005,315778650,video,3500265,5.08%,0.23%
5049,10102f4a-9ab7-46d9-aa46-c2e320ebd1cf,355509233,video,3184853,2.82%,0.30%
5051,1148f885-aeeb-4ab0-b108-9a6818c2ff80,180512096,video,3362942,13.48%,0.52%
5053,16e5cdc0-fdff-49a9-83af-38b08d02887d,1194179329,video,3936354,7.98%,0.92%
5055,1b298941-7828-459f-af6b-71a403977bc0,756107718,video,4858443,5.96%,1.23%
5057,1bb542d0-5409-4cbe-bdc3-cb546b81fe60,585806918,video,3136791,36.24%,1.23%
5059,1e8f6bb6-9be7-4cb8-956b-e0461599269e,552026705,video,6824879,15.89%,1.85%
5061,1fdfd542-f570-409d-8e63-e161576e9f43,1782581874,video,4280837,4.08%,0.69%
5063,24147a97-dc2e-4644-8e3c-cc3dc88d3279,7200229,video,7843563,10.77%,0.26%
5065,25119e25-a634-4c7d-bd3a-91fc2207aa5b,475605027,video,7881168,6.17%,0.76%
5067,2735331d-5a4b-42e5-9fcb-2bad45ab1697,2116577114,video,3524572,19.56%,1.10%
5070,32d33438-8009-467b-9f12-1b88e96431ac,319917390,video,4909087,7.32%,0.97%
5072,353335b8-8e28-4050-b774-ab27c3a80955,2273798963,video,3795411,15.97%,1.29%
5074,36ffb021-ef92-4f7d-bd9f-5aa7499328d6,269910254,video,4927998,9.85%,0.94%
5076,3decaf3c-9089-488b-9751-93f72088b5d9,309307026,video,10395869,6.21%,0.84%
5078,4526eb8a-5707-4f90-a54b-439f13cd8e9c,46768644,video,8816133,4.33%,0.79%
5080,47132674-b9ff-4796-ac71-23904b2186ad,450669089,video,10126580,3.48%,0.28%
5082,4c713396-b400-4bb7-a96a-2f385c328a2c,30241135,video,5474125,11.27%,1.43%
5084,4e07a802-df88-44a2-b153-b9507e792798,753462119,video,4149901,23.06%,1.85%
5086,4e7a0f81-ae8a-43e2-9850-3321622c2245,280010771,video,4181511,25.43%,0.67%
5088,533338a2-6f2a-4bed-b76e-27e0704d6aff,180698318,video,8755540,6.98%,0.41%
5091,566c113d-b9d0-4b2b-ab5f-0920ba61eb6b,311959767,video,4409240,4.55%,1.14%
5093,57f1f2ce-3716-4bc1-9e92-cb8f99416b51,227475943,video,6184363,3.64%,0.51%
5095,5e4706f0-ebfa-4ff8-b3fd-00c0d54cb46b,824542825,video,3430015,19.29%,2.09%
5097,60d6eaac-78f7-46e4-8070-9e3f0a445609,583450031,video,3357744,5.41%,1.09%
5099,61ddcf81-8be3-4075-832e-676cedc75d36,2049418867,video,3822873,10.51%,1.07%
5101,67365267-c390-4117-af06-c389866c2f2d,7474791,video,3750844,4.67%,0.58%
5103,6a2682c3-2312-4d50-9ee6-0b1de0f788fb,534649695,video,4900284,16.08%,2.27%
5105,6ad86f01-b08e-4c3f-b4b8-26d0e30f587e,30611037,video,3850093,4.14%,0.33%
5107,6e0f1447-db98-4426-99c5-a1d260a596c0,1969224422,video,4297697,75.73%,10.11%
5109,707dca02-a380-4160-b3e6-1d5cee9ed51f,231032354,video,3044308,6.08%,0.42%
5111,7da0cbaf-5f34-4dc8-82f4-bdf59cd2421f,662778728,video,6863190,13.94%,0.68%
5113,82500c7d-f09d-4927-9637-952a731175ed,455802631,video,4827381,8.28%,1.06%
5115,83003aef-23bc-480c-97ed-805d1bcc92e9,1199669858,video,3394104,4.00%,0.66%
5117,84062f55-c149-4571-9157-aeae96c3d224,55336452,video,7789759,0.72%,0.24%
5119,8477431a-d0d7-4919-b8b2-07de240aa4e6,268353079,video,6590959,4.09%,0.48%
